Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Weekend
4,10.2,65,1.5,0.485,3.9,0.0,0.0,0.0,2,0,0
5,9.9,69,1.1,0.404,4.4,0.0,0.0,0.0,2,0,0
6,9.9,66,1.5,0.4655,3.8,0.0,0.0,0.0,2,0,0
7,10.1,63,0.7,0.5815,3.3,0.22,0.0,0.0,2,0,0
8,11.6,58,1.4,0.575,3.6,0.79,0.0,0.0,2,0,0
9,13.2,57,0.8,0.5015,4.8,1.39,0.0,0.0,2,0,0
10,15.3,50,1.0,0.472,4.9,1.97,0.0,0.0,2,0,0
11,17.7,44,1.5,0.4725,5.2,2.51,0.0,0.0,2,0,0
12,19.5,40,1.1,0.5275,5.5,2.89,0.0,0.0,2,0,0
13,21.0,36,1.0,0.582,5.3,2.99,0.0,0.0,2,0,0
14,22.2,32,2.8,0.562,4.7,2.91,0.0,0.0,2,0,0
15,22.7,29,1.6,0.6115,3.7,2.66,0.0,0.0,2,0,0
16,23.2,33,2.4,0.4345,6.0,2.12,0.0,0.0,2,0,0
17,21.8,41,3.0,0.331,7.9,1.44,0.0,0.0,2,0,0
18,20.3,47,2.5,0.3525,8.6,0.77,0.0,0.0,2,0,0
19,18.7,53,2.7,0.3765,8.9,0.24,0.0,0.0,2,0,0
20,16.9,41,3.1,0.53,3.5,0.0,0.0,0.0,2,0,0
21,15.7,51,1.9,0.403,5.5,0.0,0.0,0.0,2,0,0
22,14.7,63,1.4,0.277,7.7,0.0,0.0,0.0,2,0,0
23,14.0,66,1.2,0.2595,7.7,0.0,0.0,0.0,2,0,0
0,13.3,70,1.6,0.2365,7.9,0.0,0.0,0.0,2,0,1
1,12.7,74,1.8,0.196,8.1,0.0,0.0,0.0,2,0,1
2,12.0,76,1.0,0.1815,7.8,0.0,0.0,0.0,2,0,1
3,11.6,76,1.0,0.182,7.5,0.0,0.0,0.0,2,0,1
4,11.4,78,1.8,0.181,7.6,0.0,0.0,0.0,2,0,1
5,10.9,81,1.7,0.174,7.7,0.0,0.0,0.0,2,0,1
6,10.6,84,1.1,0.142,8.0,0.0,0.0,0.0,2,0,1
7,10.8,78,0.5,0.1675,7.1,0.26,0.0,0.0,2,0,1
8,12.7,67,0.6,0.189,6.7,0.86,0.0,0.0,2,0,1
9,15.1,56,1.7,0.2465,6.3,1.57,0.0,0.0,2,0,1
10,17.4,46,1.8,0.367,5.6,2.27,0.0,0.0,2,0,1
11,19.0,30,3.0,0.8595,1.0,2.84,0.0,0.0,2,0,1
12,20.5,31,2.5,0.7425,2.7,3.18,0.0,0.0,2,0,1
13,21.2,31,2.8,0.6475,3.3,3.25,0.0,0.0,2,0,1
14,21.3,25,3.8,0.942,0.4,3.22,0.0,0.0,2,0,1
15,21.1,25,4.1,0.9425,0.2,2.96,0.0,0.0,2,0,1
16,20.4,25,4.7,0.995,-0.3,2.45,0.0,0.0,2,0,1
17,20.1,29,3.3,0.92,1.4,1.78,0.0,0.0,2,0,1
18,18.9,30,2.6,0.9975,0.9,1.05,0.0,0.0,2,0,1
19,16.9,33,1.3,0.9825,0.5,0.34,0.0,0.0,2,0,1
20,15.1,34,2.2,0.9905,-0.6,0.01,0.0,0.0,2,0,1
21,13.9,37,1.1,0.8755,-0.5,0.0,0.0,0.0,2,0,1
22,13.0,45,1.6,0.8565,1.3,0.0,0.0,0.0,2,0,1
23,12.3,51,1.0,0.824,2.4,0.0,0.0,0.0,2,0,1
0,11.7,53,1.4,0.81,2.4,0.0,0.0,0.0,2,0,1
1,11.2,57,1.6,0.7665,2.9,0.0,0.0,0.0,2,0,1
2,10.9,56,1.2,0.73,2.4,0.0,0.0,0.0,2,0,1
3,10.6,60,1.0,0.5815,3.1,0.0,0.0,0.0,2,0,1
4,10.3,63,0.7,0.6385,3.5,0.0,0.0,0.0,2,0,1
5,9.7,63,1.1,0.652,2.9,0.0,0.0,0.0,2,0,1
6,9.5,65,1.0,0.6625,3.2,0.01,0.0,0.0,2,0,1
7,9.9,59,0.7,0.8535,2.2,0.25,0.0,0.0,2,0,1
8,12.2,50,0.8,0.706,2.0,0.84,0.0,0.0,2,0,1
9,14.9,39,0.9,0.677,1.0,1.56,0.0,0.0,2,0,1
10,17.5,35,1.8,0.785,1.8,2.26,0.0,0.0,2,0,1
11,19.6,28,2.0,0.8475,0.5,2.79,0.0,0.0,2,0,1
12,20.5,31,2.6,0.6495,2.7,2.79,0.0,0.0,2,0,1
13,21.9,27,2.2,0.5275,2.0,3.35,0.0,0.0,2,0,1
14,21.6,28,3.3,0.586,2.2,2.93,0.0,0.0,2,0,1
15,22.8,24,3.3,0.569,1.1,2.79,0.0,0.0,2,0,1
16,22.2,23,3.7,0.5915,0.0,2.28,0.0,0.0,2,0,1
17,21.9,28,3.1,0.5115,2.5,1.6,0.0,0.0,2,0,1
18,20.1,28,3.2,0.557,1.0,0.89,0.0,0.0,2,0,1
19,18.1,38,2.8,0.466,3.5,0.16,0.0,0.0,2,0,1
20,16.9,42,2.7,0.471,3.8,0.0,0.0,0.0,2,0,1
21,16.1,44,1.2,0.4565,3.8,0.0,0.0,0.0,2,0,1
22,15.6,43,2.3,0.508,3.0,0.0,0.0,0.0,2,0,1
23,15.2,51,1.0,0.429,5.1,0.0,0.0,0.0,2,0,1
0,14.7,54,1.3,0.359,5.4,0.0,0.0,0.0,2,0,0
1,14.4,60,1.7,0.29,6.7,0.0,0.0,0.0,2,0,0
2,14.1,62,1.2,0.251,6.9,0.0,0.0,0.0,2,0,0
3,14.3,61,1.0,0.2375,6.8,0.0,0.0,0.0,2,0,0
4,14.6,57,1.2,0.2475,6.1,0.0,0.0,0.0,2,0,0
5,14.8,63,0.7,0.246,7.8,0.0,0.0,0.0,2,0,0
6,14.9,64,0.5,0.212,8.1,0.0,0.0,0.0,2,0,0
7,15.1,78,1.5,0.177,11.2,0.06,0.0,0.0,2,0,0
8,15.8,73,0.5,0.1785,10.9,0.39,0.0,0.0,2,0,0
9,17.5,65,1.0,0.208,10.8,1.0,0.0,0.0,2,0,0
10,19.5,54,1.1,0.2255,9.9,1.88,0.0,0.0,2,0,0
11,20.3,52,0.9,0.234,10.1,1.96,0.0,0.0,2,0,0
12,22.2,50,2.0,0.282,11.2,2.65,0.0,0.0,2,0,0
13,23.3,45,1.8,0.342,10.6,2.96,0.0,0.0,2,0,0
14,24.0,47,2.3,0.26,11.9,2.87,0.0,0.0,2,0,0
15,24.1,48,2.7,0.2095,12.3,2.47,0.0,0.0,2,0,0
16,24.8,45,1.8,0.2745,12.0,2.05,0.0,0.0,2,0,0
17,24.0,53,3.5,0.268,13.8,1.39,0.0,0.0,2,0,0
18,23.0,54,2.9,0.3395,13.1,0.81,0.0,0.0,2,0,0
19,21.2,65,2.9,0.2795,14.3,0.25,0.0,0.0,2,0,0
20,20.0,69,2.4,0.2665,14.1,0.0,0.0,0.0,2,0,0
21,19.1,73,1.2,0.2065,14.1,0.0,0.0,0.0,2,0,0
22,18.4,78,1.6,0.1885,14.4,0.0,0.0,0.0,2,0,0
23,17.9,79,0.4,0.1615,14.1,0.0,0.0,0.0,2,0,0
0,18.3,78,0.8,0.1745,14.3,0.0,0.0,0.0,2,1,0
1,18.3,83,1.1,0.2255,15.3,0.0,0.0,0.0,2,1,0
2,18.2,85,0.8,0.1775,15.6,0.0,0.0,0.0,2,1,0
3,18.1,85,1.0,0.142,15.5,0.0,0.0,0.0,2,1,0
4,18.0,85,0.3,0.1375,15.4,0.0,0.0,0.0,2,1,0
5,18.0,85,0.8,0.173,15.4,0.0,0.0,0.0,2,1,0
6,17.8,85,0.6,0.1325,15.2,0.0,0.0,0.0,2,1,0
7,18.0,82,0.7,0.132,14.8,0.11,0.0,0.0,2,1,0
8,18.8,76,0.6,0.1505,14.4,0.36,0.0,0.0,2,1,0
9,20.7,67,1.1,0.232,14.3,1.3,0.0,0.0,2,1,0
10,22.2,61,1.2,0.2655,14.3,1.72,0.0,0.0,2,1,0
11,22.7,63,1.1,0.3025,15.2,1.36,0.0,0.0,2,1,0
12,22.1,67,2.7,0.231,15.6,0.81,0.0,0.0,2,1,0
13,23.0,63,3.1,0.247,15.5,1.92,0.0,0.0,2,1,0
14,23.0,64,2.8,0.26,15.8,1.59,0.0,0.0,2,1,0
15,23.1,61,2.5,0.278,15.1,1.5,0.0,0.0,2,1,0
16,22.6,63,3.1,0.2755,15.1,0.88,0.0,0.0,2,1,0
17,22.0,65,2.4,0.2945,15.1,0.47,0.0,0.0,2,1,0
18,21.6,67,2.0,0.292,15.2,0.24,0.0,0.0,2,1,0
19,21.2,68,1.5,0.305,15.0,0.16,0.0,0.0,2,1,0
20,20.6,72,1.3,0.2935,15.3,0.0,0.0,0.0,2,1,0
21,20.2,74,1.3,0.277,15.4,0.0,0.0,0.0,2,1,0
22,19.9,75,0.8,0.258,15.3,0.0,0.0,0.0,2,1,0
23,19.8,73,0.9,0.221,14.8,0.0,0.0,0.0,2,1,0
0,19.7,76,0.5,0.193,15.3,0.0,0.0,0.0,2,0,0
1,19.6,75,2.1,0.196,15.0,0.0,0.0,0.0,2,0,0
2,19.0,80,1.6,0.173,15.4,0.0,0.0,0.0,2,0,0
3,18.5,82,0.8,0.171,15.3,0.0,0.0,0.0,2,0,0
4,18.4,81,0.4,0.15,15.0,0.0,0.0,0.0,2,0,0
5,18.4,87,0.8,0.1045,16.1,0.0,0.4,0.0,2,0,0
6,17.9,93,0.9,0.101,16.7,0.0,0.1,0.0,2,0,0
7,17.6,94,0.5,0.083,16.6,0.0,1.0,0.0,2,0,0
8,17.5,94,0.9,0.1015,16.5,0.06,0.0,0.0,2,0,0
9,17.4,94,0.7,0.115,16.4,0.16,0.0,0.0,2,0,0
10,17.7,88,1.1,0.161,15.6,0.36,0.0,0.0,2,0,0
11,18.0,85,1.1,0.2055,15.4,0.45,0.0,0.0,2,0,0
12,17.3,95,0.7,0.0775,16.4,0.16,3.5,0.0,2,0,0
13,17.2,96,0.9,0.1375,16.5,0.26,4.0,0.0,2,0,0
14,17.5,94,0.3,0.218,16.5,0.35,0.0,0.0,2,0,0
15,17.0,90,3.7,0.108,15.3,0.26,0.0,0.0,2,0,0
16,15.4,95,4.7,0.189,14.5,0.11,0.5,0.0,2,0,0
17,13.9,94,2.6,0.1515,12.9,0.21,0.0,0.0,2,0,0
18,13.6,89,2.3,0.319,11.8,0.09,0.0,0.0,2,0,0
19,12.6,93,3.9,0.4155,11.4,0.0,0.0,0.0,2,0,0
20,11.1,91,4.0,0.358,9.6,0.0,0.5,0.0,2,0,0
21,10.5,94,2.8,0.8135,9.5,0.0,1.0,0.0,2,0,0
22,10.4,85,3.7,0.8355,7.9,0.0,0.0,0.0,2,0,0
23,9.5,90,3.6,0.5085,7.9,0.0,1.0,0.0,2,0,0
0,8.7,86,3.1,1.0,6.4,0.0,0.0,0.0,2,0,0
1,7.9,86,2.1,1.0,5.6,0.0,0.0,0.0,2,0,0
2,7.3,86,1.7,1.0,5.1,0.0,0.0,0.0,2,0,0
3,7.0,86,1.2,1.0,4.8,0.0,0.0,0.0,2,0,0
4,7.0,87,1.3,1.0,4.9,0.0,0.0,0.0,2,0,0
5,7.0,85,0.8,1.0,4.6,0.0,0.0,0.0,2,0,0
6,7.9,86,2.0,0.535,5.6,0.01,0.0,0.0,2,0,0
7,8.4,83,1.4,0.7,5.6,0.31,0.0,0.0,2,0,0
8,10.5,67,2.3,0.6105,4.6,0.98,0.0,0.0,2,0,0
9,12.8,52,3.9,0.807,3.1,1.65,0.0,0.0,2,0,0
10,13.8,47,4.8,0.7805,2.6,1.64,0.0,0.0,2,0,0
11,14.7,45,3.0,0.8995,2.8,1.68,0.0,0.0,2,0,0
12,14.1,59,3.9,0.935,6.1,1.12,0.0,0.0,2,0,0
13,13.4,56,3.7,0.8465,4.7,0.82,0.1,0.0,2,0,0
14,12.7,75,3.8,0.755,8.3,0.88,0.4,0.0,2,0,0
15,12.2,56,4.8,1.0,3.6,0.57,0.5,0.0,2,0,0
16,12.8,53,3.3,1.0,3.4,0.76,0.0,0.0,2,0,0
17,13.2,49,4.2,0.9995,2.7,0.69,0.0,0.0,2,0,0
18,13.4,49,2.4,0.991,2.8,0.6,0.0,0.0,2,0,0
19,13.3,49,3.6,0.9595,2.7,0.45,0.0,0.0,2,0,0
20,12.6,47,3.2,0.9675,1.5,0.02,0.0,0.0,2,0,0
21,11.9,48,1.9,0.959,1.2,0.0,0.0,0.0,2,0,0
22,11.2,60,2.3,0.842,3.7,0.0,0.0,0.0,2,0,0
23,10.6,62,2.1,0.847,3.6,0.0,0.0,0.0,2,0,0
0,10.0,63,2.1,0.8265,3.2,0.0,0.0,0.0,2,0,0
1,9.7,63,2.1,0.805,2.9,0.0,0.0,0.0,2,0,0
2,9.6,65,1.5,0.827,3.3,0.0,0.0,0.0,2,0,0
3,9.6,66,0.9,0.8425,3.5,0.0,0.0,0.0,2,0,0
4,9.5,66,1.1,0.8685,3.4,0.0,0.0,0.0,2,0,0
5,9.2,63,0.8,0.948,2.5,0.0,0.0,0.0,2,0,0
6,9.0,57,1.7,0.9515,0.9,0.0,0.0,0.0,2,0,0
7,9.5,55,2.1,0.956,0.8,0.32,0.0,0.0,2,0,0
8,11.3,46,1.2,0.894,0.0,1.04,0.0,0.0,2,0,0
9,14.1,42,1.9,0.9465,1.3,1.78,0.0,0.0,2,0,0
10,16.1,37,2.9,0.8145,1.3,2.4,0.0,0.0,2,0,0
11,17.2,35,3.6,0.8655,1.5,2.93,0.0,0.0,2,0,0
12,17.9,32,4.6,0.937,0.9,3.28,0.0,0.0,2,0,0
13,18.9,30,3.8,0.927,0.9,3.39,0.0,0.0,2,0,0
14,18.8,31,4.9,0.97,1.2,3.31,0.0,0.0,2,0,0
15,19.9,26,3.8,0.949,-0.1,3.0,0.0,0.0,2,0,0
16,18.6,30,5.1,0.9455,0.6,2.49,0.0,0.0,2,0,0
17,18.1,30,4.6,0.9625,0.2,1.86,0.0,0.0,2,0,0
18,17.1,35,3.4,0.9805,1.4,1.11,0.0,0.0,2,0,0
19,15.5,46,2.6,0.891,3.9,0.34,0.0,0.0,2,0,0
20,14.1,46,3.4,0.97,2.6,0.01,0.0,0.0,2,0,0
21,13.3,47,1.9,0.9025,2.2,0.0,0.0,0.0,2,0,0
22,12.7,55,2.0,0.8875,3.8,0.0,0.0,0.0,2,0,0
23,12.4,58,2.5,0.9215,4.3,0.0,0.0,0.0,2,0,0
0,12.2,59,1.2,0.859,4.4,0.0,0.0,0.0,2,0,1
1,12.1,54,1.3,0.91,3.0,0.0,0.0,0.0,2,0,1
2,12.1,53,1.1,0.974,2.7,0.0,0.0,0.0,2,0,1
3,11.6,53,1.1,0.952,2.3,0.0,0.0,0.0,2,0,1
4,12.1,51,1.6,0.9695,2.2,0.0,0.0,0.0,2,0,1
5,12.2,52,2.3,0.9805,2.6,0.0,0.0,0.0,2,0,1
6,12.3,55,2.1,0.986,3.5,0.02,0.0,0.0,2,0,1
7,12.9,55,2.3,0.976,4.0,0.29,0.0,0.0,2,0,1
8,14.4,51,2.3,0.9535,4.3,0.92,0.0,0.0,2,0,1
9,16.1,50,2.6,0.814,5.6,1.52,0.0,0.0,2,0,1
10,18.1,46,2.9,0.8775,6.2,2.17,0.0,0.0,2,0,1
11,20.2,41,3.1,0.8945,6.5,2.56,0.0,0.0,2,0,1
12,21.9,35,3.4,0.793,5.7,2.74,0.0,0.0,2,0,1
13,22.7,35,3.4,0.897,6.4,2.51,0.0,0.0,2,0,1
14,23.6,34,3.3,0.9145,6.8,2.57,0.0,0.0,2,0,1
15,23.8,29,4.7,0.938,4.6,2.72,0.0,0.0,2,0,1
16,23.2,30,4.5,0.8935,4.6,1.49,0.0,0.0,2,0,1
17,23.6,29,3.9,0.974,4.5,1.68,0.0,0.0,2,0,1
18,22.5,31,3.4,0.9765,4.5,0.79,0.0,0.0,2,0,1
19,20.7,47,3.5,0.976,8.9,0.28,0.0,0.0,2,0,1
20,19.7,53,2.0,0.9205,9.8,0.0,0.0,0.0,2,0,1
21,19.3,57,3.1,0.962,10.5,0.0,0.0,0.0,2,0,1
22,19.1,61,2.7,0.915,11.3,0.0,0.0,0.0,2,0,1
23,19.1,62,3.6,0.8785,11.6,0.0,0.0,0.0,2,0,1
0,18.7,64,3.3,0.827,11.7,0.0,0.0,0.0,2,0,1
1,18.2,71,1.6,0.664,12.8,0.0,0.0,0.0,2,0,1
2,17.3,82,2.1,0.384,14.1,0.0,0.5,0.0,2,0,1
3,16.2,94,1.7,0.2,15.2,0.0,1.5,0.0,2,0,1
4,15.8,93,0.4,0.134,14.6,0.0,1.5,0.0,2,0,1
5,15.4,96,0.3,0.104,14.7,0.0,2.0,0.0,2,0,1
6,15.1,97,0.3,0.1125,14.6,0.0,3.0,0.0,2,0,1
7,15.1,97,0.5,0.1555,14.6,0.03,2.5,0.0,2,0,1
8,15.2,97,1.0,0.207,14.7,0.08,2.0,0.0,2,0,1
9,15.4,97,0.8,0.2065,14.9,0.18,1.0,0.0,2,0,1
10,15.4,97,0.6,0.187,14.9,0.38,1.5,0.0,2,0,1
11,15.5,97,0.8,0.2295,15.0,0.4,3.5,0.0,2,0,1
12,15.7,96,1.1,0.284,15.0,0.5,3.0,0.0,2,0,1
13,16.4,94,0.9,0.9735,15.4,0.78,0.0,0.0,2,0,1
14,17.2,85,1.3,1.0,14.6,0.94,0.0,0.0,2,0,1
15,17.8,77,1.6,1.0,13.7,1.13,0.0,0.0,2,0,1
16,19.5,66,1.7,1.0,12.9,1.71,0.0,0.0,2,0,1
17,20.2,62,1.1,1.0,12.6,1.74,0.0,0.0,2,0,1
18,20.2,66,1.0,1.0,13.6,1.1,0.0,0.0,2,0,1
19,19.0,70,0.7,1.0,13.3,0.33,0.0,0.0,2,0,1
20,17.6,77,1.2,1.0,13.5,0.01,0.0,0.0,2,0,1
21,16.8,79,0.6,1.0,13.1,0.0,0.0,0.0,2,0,1
22,16.4,80,1.2,1.0,12.9,0.0,0.0,0.0,2,0,1
23,15.9,83,0.6,1.0,13.0,0.0,0.0,0.0,2,0,1
0,15.5,85,0.9,1.0,12.9,0.0,0.0,0.0,2,0,0
1,15.1,84,0.3,0.929,12.4,0.0,0.0,0.0,2,0,0
2,14.8,85,0.4,0.9155,12.2,0.0,0.0,0.0,2,0,0
3,14.7,82,0.8,0.911,11.6,0.0,0.0,0.0,2,0,0
4,14.4,85,0.8,0.7185,11.9,0.0,0.0,0.0,2,0,0
5,14.2,85,0.5,0.706,11.7,0.0,0.0,0.0,2,0,0
6,14.0,87,0.8,0.667,11.8,0.01,0.0,0.0,2,0,0
7,14.2,81,0.3,0.9955,10.9,0.13,0.0,0.0,2,0,0
8,14.8,80,0.3,0.9605,11.3,0.31,0.0,0.0,2,0,0
9,15.9,72,0.5,0.9175,10.8,0.67,0.0,0.0,2,0,0
10,17.5,63,0.6,0.958,10.3,0.96,0.0,0.0,2,0,0
11,20.2,45,1.1,0.947,7.8,2.33,0.0,0.0,2,0,0
12,22.9,35,0.8,0.974,6.6,3.05,0.0,0.0,2,0,0
13,23.7,44,1.7,0.9485,10.7,2.35,0.0,0.0,2,0,0
14,24.1,42,1.2,0.885,10.3,1.93,0.0,0.0,2,0,0
15,24.6,38,2.1,0.739,9.3,1.85,0.0,0.0,2,0,0
16,24.5,38,2.2,0.9515,9.2,1.1,0.0,0.0,2,0,0
17,25.5,31,2.3,0.987,7.1,1.5,0.0,0.0,2,0,0
18,25.1,32,2.4,0.9495,7.2,1.1,0.0,0.0,2,0,0
19,23.5,48,1.5,0.9645,11.8,0.4,0.0,0.0,2,0,0
20,20.9,61,2.7,0.7615,13.0,0.01,0.0,0.0,2,0,0
21,19.6,64,1.5,0.6485,12.5,0.0,0.0,0.0,2,0,0
22,18.6,69,1.7,0.5235,12.7,0.0,0.0,0.0,2,0,0
23,17.5,69,1.5,0.489,11.7,0.0,0.0,0.0,2,0,0
0,16.4,72,0.8,0.523,11.3,0.0,0.0,0.0,2,0,0
1,16.0,64,1.0,0.8,9.1,0.0,0.0,0.0,2,0,0
2,15.5,65,1.3,0.9765,8.9,0.0,0.0,0.0,2,0,0
3,15.6,63,1.7,1.0,8.5,0.0,0.0,0.0,2,0,0
4,15.4,63,1.6,1.0,8.3,0.0,0.0,0.0,2,0,0
5,15.0,64,1.6,1.0,8.2,0.0,0.0,0.0,2,0,0
6,14.8,64,1.5,1.0,8.0,0.02,0.0,0.0,2,0,0
7,15.3,60,2.0,1.0,7.5,0.35,0.0,0.0,2,0,0
8,16.9,54,1.7,1.0,7.5,1.08,0.0,0.0,2,0,0
9,18.5,51,1.4,0.9775,8.1,1.74,0.0,0.0,2,0,0
10,20.0,48,1.9,1.0,8.6,2.46,0.0,0.0,2,0,0
11,21.0,45,1.6,1.0,8.6,2.89,0.0,0.0,2,0,0
12,21.5,44,2.1,0.993,8.7,3.15,0.0,0.0,2,0,0
13,21.7,44,2.1,1.0,8.9,2.46,0.0,0.0,2,0,0
14,22.2,42,1.7,1.0,8.6,2.29,0.0,0.0,2,0,0
15,22.4,39,1.9,1.0,7.7,2.16,0.0,0.0,2,0,0
16,22.0,41,1.7,1.0,8.1,2.04,0.0,0.0,2,0,0
17,21.7,38,2.0,1.0,6.7,1.17,0.0,0.0,2,0,0
18,20.7,40,1.4,1.0,6.6,1.06,0.0,0.0,2,0,0
19,17.9,42,2.1,1.0,4.7,0.37,0.0,0.0,2,0,0
20,15.8,47,1.8,1.0,4.4,0.01,0.0,0.0,2,0,0
21,14.5,49,1.9,1.0,3.8,0.0,0.0,0.0,2,0,0
22,13.2,54,2.2,1.0,4.0,0.0,0.0,0.0,2,0,0
23,12.2,57,1.9,1.0,3.9,0.0,0.0,0.0,2,0,0
0,11.6,57,1.9,1.0,3.3,0.0,0.0,0.0,2,0,0
1,11.3,58,1.3,1.0,3.3,0.0,0.0,0.0,2,0,0
2,10.9,59,1.1,1.0,3.1,0.0,0.0,0.0,2,0,0
3,10.5,59,1.0,1.0,2.8,0.0,0.0,0.0,2,0,0
4,10.0,64,1.5,1.0,3.4,0.0,0.0,0.0,2,0,0
5,9.5,65,0.9,1.0,3.2,0.0,0.0,0.0,2,0,0
6,9.2,64,1.0,1.0,2.7,0.02,0.0,0.0,2,0,0
7,10.0,59,1.1,1.0,2.3,0.36,0.0,0.0,2,0,0
8,12.3,53,1.6,1.0,2.9,1.09,0.0,0.0,2,0,0
9,14.4,46,1.2,0.9495,2.9,1.77,0.0,0.0,2,0,0
10,16.1,43,1.4,0.9925,3.5,2.41,0.0,0.0,2,0,0
11,17.6,40,1.4,0.9775,3.8,2.88,0.0,0.0,2,0,0
12,18.7,39,1.9,0.9625,4.4,3.21,0.0,0.0,2,0,0
13,20.1,36,1.1,0.9665,4.5,3.34,0.0,0.0,2,0,0
14,20.7,36,2.2,0.894,5.0,3.1,0.0,0.0,2,0,0
15,21.2,35,2.9,0.8665,5.1,2.88,0.0,0.0,2,0,0
16,21.4,35,2.7,0.919,5.2,2.38,0.0,0.0,2,0,0
17,21.3,34,2.7,0.9835,4.7,1.82,0.0,0.0,2,0,0
18,20.6,41,2.3,1.0,6.8,1.1,0.0,0.0,2,0,0
19,18.8,47,2.8,0.994,7.2,0.4,0.0,0.0,2,0,0
20,17.3,53,1.9,1.0,7.6,0.01,0.0,0.0,2,0,0
21,16.4,56,0.8,1.0,7.5,0.0,0.0,0.0,2,0,0
22,15.9,60,2.6,1.0,8.1,0.0,0.0,0.0,2,0,0
23,15.2,62,1.4,1.0,7.9,0.0,0.0,0.0,2,0,0
0,14.5,63,0.9,1.0,7.5,0.0,0.0,0.0,2,0,0
1,13.9,66,1.0,0.98,7.6,0.0,0.0,0.0,2,0,0
2,13.1,73,1.9,0.9475,8.3,0.0,0.0,0.0,2,0,0
3,12.9,74,1.7,0.849,8.3,0.0,0.0,0.0,2,0,0
4,12.0,79,0.6,0.6755,8.4,0.0,0.0,0.0,2,0,0
5,11.5,80,0.9,0.487,8.1,0.0,0.0,0.0,2,0,0
6,11.4,80,1.0,0.4425,8.0,0.02,0.0,0.0,2,0,0
7,12.1,71,1.6,0.438,6.9,0.34,0.0,0.0,2,0,0
8,13.5,63,2.2,0.6055,6.5,1.01,0.0,0.0,2,0,0
9,15.5,55,1.7,0.659,6.4,1.76,0.0,0.0,2,0,0
10,17.3,52,2.3,0.6175,7.3,2.38,0.0,0.0,2,0,0
11,18.3,51,3.1,0.5075,7.9,2.84,0.0,0.0,2,0,0
12,19.8,49,2.3,0.66,8.7,3.17,0.0,0.0,2,0,0
13,20.7,46,2.9,0.539,8.6,3.26,0.0,0.0,2,0,0
14,21.2,47,3.7,0.571,9.4,3.22,0.0,0.0,2,0,0
15,20.4,51,4.0,0.473,9.9,2.87,0.0,0.0,2,0,0
16,19.6,54,3.9,0.577,10.0,2.41,0.0,0.0,2,0,0
17,19.2,54,3.4,0.5375,9.6,1.83,0.0,0.0,2,0,0
18,18.0,61,3.5,0.395,10.3,1.05,0.0,0.0,2,0,0
19,15.5,74,3.6,0.3375,10.8,0.35,0.0,0.0,2,0,0
20,13.6,82,2.1,0.26,10.5,0.02,0.0,0.0,2,0,0
21,12.6,85,2.4,0.23,10.1,0.0,0.0,0.0,2,0,0
22,12.3,85,2.3,0.226,9.8,0.0,0.0,0.0,2,0,0
23,12.4,85,1.1,0.1845,9.9,0.0,0.0,0.0,2,0,0
0,12.5,84,1.5,0.167,9.8,0.0,0.0,0.0,2,0,0
1,12.4,84,1.8,0.1435,9.7,0.0,0.0,0.0,2,0,0
2,12.1,85,1.4,0.1605,9.6,0.0,0.0,0.0,2,0,0
3,12.0,86,0.9,0.1485,9.7,0.0,0.0,0.0,2,0,0
4,11.9,85,0.7,0.1575,9.4,0.0,0.0,0.0,2,0,0
5,11.9,84,1.5,0.179,9.2,0.0,0.0,0.0,2,0,0
6,12.0,83,0.4,0.1605,9.1,0.01,0.0,0.0,2,0,0
7,12.4,82,1.0,0.157,9.4,0.1,0.0,0.0,2,0,0
8,13.1,78,1.2,0.165,9.3,0.41,0.0,0.0,2,0,0
9,14.3,72,0.7,0.171,9.3,0.84,0.0,0.0,2,0,0
10,16.4,64,2.4,0.2115,9.5,2.05,0.0,0.0,2,0,0
11,18.3,56,1.4,0.2595,9.3,2.53,0.0,0.0,2,0,0
12,20.0,47,1.4,0.3425,8.3,3.08,0.0,0.0,2,0,0
13,20.8,45,2.8,0.344,8.4,3.17,0.0,0.0,2,0,0
14,21.0,47,2.2,0.303,9.2,2.52,0.0,0.0,2,0,0
15,19.9,47,3.3,0.242,8.2,1.83,0.0,0.0,2,0,0
16,19.1,54,3.2,0.271,9.5,0.94,0.0,0.0,2,0,0
17,18.9,45,2.6,0.542,6.6,0.8,0.0,0.0,2,0,0
18,17.9,37,3.1,0.9095,2.9,0.36,0.0,0.0,2,0,0
19,17.1,51,2.5,0.6115,6.8,0.06,0.0,0.0,2,0,0
20,16.7,52,0.9,0.664,6.7,0.0,0.0,0.0,2,0,0
21,16.4,52,1.5,0.6365,6.5,0.0,0.0,0.0,2,0,0
22,16.2,54,1.1,0.6635,6.8,0.0,0.0,0.0,2,0,0
23,16.2,50,1.6,0.6635,5.7,0.0,0.0,0.0,2,0,0
0,16.1,54,1.3,0.526,6.7,0.0,0.0,0.0,2,0,1
1,15.9,51,1.8,0.433,5.7,0.0,0.0,0.0,2,0,1
2,15.5,62,1.0,0.365,8.2,0.0,0.0,0.0,2,0,1
3,15.2,63,0.5,0.35,8.1,0.0,0.0,0.0,2,0,1
4,15.0,61,0.8,0.4335,7.5,0.0,0.0,0.0,2,0,1
